timestamp,esp_current,esp_voltage,esp_rpm,plc_motor_temp,env_temp_c,env_humidity,overall_health_score,electrical_health,thermal_health,mechanical_health,power_consumption,relay1_status,relay2_status,relay3_status,is_fault
2025-08-12T01:28:28.272763,2.7,23.2,2829,23.0,24.4,40.5,75.8,93.4,84.7,84.3,0.063,OFF,OFF,OFF,False
2025-08-12T01:33:28.272763,3.31,24.3,2658,27.3,29.2,58.2,80.5,72.9,84.8,77.8,0.081,OFF,OFF,OFF,False
2025-08-12T01:38:28.272763,2.41,24.5,2678,18.8,25.4,57.3,88.3,84.1,79.3,79.9,0.059,OFF,OFF,OFF,False
2025-08-12T01:43:28.272763,4.49,23.1,2724,23.8,25.7,49.3,91.0,81.6,72.3,92.1,0.104,ON,OFF,OFF,False
2025-08-12T01:48:28.272763,1.63,25.0,2777,14.1,23.6,64.6,80.5,81.2,68.3,81.7,0.041,OFF,OFF,OFF,False
2025-08-12T01:53:28.272763,1.66,24.2,2750,13.4,25.8,55.8,87.8,76.3,71.6,91.8,0.04,OFF,OFF,OFF,False
2025-08-12T01:58:28.272763,4.57,24.2,2768,31.2,29.9,51.5,84.5,75.0,88.0,75.1,0.111,ON,OFF,OFF,False
2025-08-12T02:03:28.272763,9.58,21.0,2004,65.3,25.1,36.6,38.9,94.0,84.1,83.1,0.201,ON,ON,ON,True
2025-08-12T02:08:28.272763,2.11,24.1,2756,17.8,20.5,54.6,93.6,91.2,76.7,91.0,0.051,OFF,OFF,OFF,False
2025-08-12T02:13:28.272763,2.54,24.5,2698,18.1,25.0,66.6,91.7,75.8,70.2,78.4,0.062,OFF,OFF,OFF,False
2025-08-12T02:18:28.272763,3.33,24.1,2821,25.5,28.2,41.0,80.0,91.4,89.3,81.7,0.08,OFF,OFF,OFF,False
2025-08-12T02:23:28.272763,9.32,19.3,2079,70.5,26.1,36.9,45.1,74.9,83.1,78.8,0.18,ON,ON,ON,True
2025-08-12T02:28:28.272763,2.98,23.7,2697,21.2,25.2,35.2,86.7,85.2,88.4,88.9,0.071,OFF,OFF,OFF,False
2025-08-12T02:33:28.272763,3.88,23.5,2681,28.7,23.6,40.7,90.2,84.8,87.3,89.7,0.091,OFF,OFF,OFF,False
2025-08-12T02:38:28.272763,4.77,24.5,2676,25.6,23.9,41.4,80.6,77.2,80.7,79.2,0.117,ON,OFF,OFF,False
2025-08-12T02:43:28.272763,8.3,18.5,2457,76.5,20.9,54.1,26.0,87.3,88.1,83.6,0.153,ON,ON,ON,True
2025-08-12T02:48:28.272763,3.57,24.7,2660,24.8,28.8,33.0,79.6,86.7,67.1,86.8,0.088,OFF,OFF,OFF,False
2025-08-12T02:53:28.272763,4.11,23.0,2692,24.8,21.1,46.7,86.4,78.2,68.2,75.1,0.095,ON,OFF,OFF,False
2025-08-12T02:58:28.272763,2.18,23.2,2699,13.0,23.4,61.3,85.6,75.9,65.8,83.5,0.051,OFF,OFF,OFF,False
2025-08-12T03:03:28.272763,4.43,23.5,2684,29.8,20.0,54.3,87.0,79.9,65.1,77.0,0.104,ON,OFF,OFF,False
2025-08-12T03:08:28.272763,3.95,23.8,2802,26.3,29.9,68.5,78.1,81.0,70.4,81.7,0.094,OFF,OFF,OFF,False
2025-08-12T03:13:28.272763,4.13,24.4,2805,22.9,20.9,47.0,93.7,73.2,76.9,75.5,0.101,ON,OFF,OFF,False
2025-08-12T03:18:28.272763,3.49,23.2,2772,22.0,24.2,34.5,88.5,84.9,68.1,84.1,0.081,OFF,OFF,OFF,False
2025-08-12T03:23:28.272763,2.59,24.6,2828,17.6,24.1,43.1,87.7,73.7,72.8,84.9,0.064,OFF,OFF,OFF,False
2025-08-12T03:28:28.272763,2.32,23.6,2779,18.4,26.6,70.0,88.8,85.5,71.3,82.6,0.055,OFF,OFF,OFF,False
2025-08-12T03:33:28.272763,2.13,24.1,2676,14.1,25.9,37.5,82.1,86.4,67.0,81.4,0.051,OFF,OFF,OFF,False
2025-08-12T03:38:28.272763,2.69,24.9,2744,15.3,26.8,66.7,75.7,78.0,84.5,86.3,0.067,OFF,OFF,OFF,False
2025-08-12T03:43:28.272763,3.37,24.0,2666,19.5,25.3,52.3,81.5,72.3,73.6,88.1,0.081,OFF,OFF,OFF,False
2025-08-12T03:48:28.272763,10.35,20.7,2465,65.6,26.5,49.2,23.9,80.3,77.9,84.1,0.214,ON,ON,ON,True
2025-08-12T03:53:28.272763,3.21,24.3,2805,23.6,23.8,58.2,93.7,83.1,81.9,76.6,0.078,OFF,OFF,OFF,False
2025-08-12T03:58:28.272763,3.42,23.8,2698,23.3,29.5,37.7,88.8,90.0,89.6,82.4,0.081,OFF,OFF,OFF,False
2025-08-12T04:03:28.272763,3.5,24.9,2785,22.9,22.8,32.2,76.0,87.0,70.8,78.4,0.087,OFF,OFF,OFF,False
2025-08-12T04:08:28.272763,3.01,24.7,2707,19.4,28.8,55.5,84.2,80.3,83.3,75.1,0.074,OFF,OFF,OFF,False
2025-08-12T04:13:28.272763,2.71,24.6,2707,22.1,22.2,67.9,79.3,82.5,89.6,92.3,0.067,OFF,OFF,OFF,False
2025-08-12T04:18:28.272763,1.79,24.8,2781,14.7,28.5,64.4,81.6,83.8,85.0,85.8,0.044,OFF,OFF,OFF,False
2025-08-12T04:23:28.272763,2.04,24.4,2801,15.3,21.1,39.0,87.7,74.2,66.2,90.2,0.05,OFF,OFF,OFF,False
2025-08-12T04:28:28.272763,4.13,23.2,2734,23.8,20.3,32.5,92.7,74.5,78.7,95.0,0.096,ON,OFF,OFF,False
2025-08-12T04:33:28.272763,3.65,23.5,2813,22.2,22.7,53.0,92.1,79.3,83.6,84.4,0.086,OFF,OFF,OFF,False
2025-08-12T04:38:28.272763,3.65,23.2,2692,31.7,21.8,51.0,82.9,90.4,86.7,87.7,0.085,OFF,OFF,OFF,False
2025-08-12T04:43:28.272763,2.23,24.8,2734,14.9,23.0,41.3,91.6,82.1,76.9,75.6,0.055,OFF,OFF,OFF,False
2025-08-12T04:48:28.272763,3.23,23.8,2770,17.6,22.6,64.9,86.0,83.1,65.0,93.1,0.077,OFF,OFF,OFF,False
2025-08-12T04:53:28.272763,1.97,23.2,2816,12.9,25.0,36.8,83.0,74.8,66.9,79.8,0.046,OFF,OFF,OFF,False
2025-08-12T04:58:28.272763,3.83,24.1,2734,24.6,29.5,55.6,90.0,93.9,70.4,94.7,0.092,OFF,OFF,OFF,False
2025-08-12T05:03:28.272763,3.51,23.3,2767,20.3,21.6,52.9,75.6,76.2,78.4,89.5,0.082,OFF,OFF,OFF,False
2025-08-12T05:08:28.272763,1.96,24.4,2808,14.2,26.2,64.4,82.5,81.3,69.1,94.3,0.048,OFF,OFF,OFF,False
2025-08-12T05:13:28.272763,4.41,24.4,2812,25.9,21.2,38.8,79.4,79.7,68.7,90.8,0.107,ON,OFF,OFF,False
2025-08-12T05:18:28.272763,3.01,23.4,2730,26.2,26.0,66.6,94.6,71.7,80.0,84.5,0.07,OFF,OFF,OFF,False
2025-08-12T05:23:28.272763,2.27,24.4,2781,15.7,20.4,58.5,86.5,90.7,66.5,90.8,0.055,OFF,OFF,OFF,False
2025-08-12T05:28:28.272763,2.33,24.3,2828,16.9,24.5,47.8,77.7,86.8,80.9,80.6,0.057,OFF,OFF,OFF,False
2025-08-12T05:33:28.272763,3.84,23.0,2687,23.6,20.7,52.0,85.6,83.5,89.0,93.5,0.088,OFF,OFF,OFF,False
2025-08-12T05:38:28.272763,3.81,23.3,2682,30.7,20.2,57.7,83.7,94.7,76.9,92.6,0.089,OFF,OFF,OFF,False
2025-08-12T05:43:28.272763,3.71,23.8,2831,30.2,28.1,59.2,87.7,82.6,88.3,82.7,0.088,OFF,OFF,OFF,False
2025-08-12T05:48:28.272763,2.13,24.2,2783,14.5,20.6,36.1,80.3,85.8,81.1,85.6,0.052,OFF,OFF,OFF,False
2025-08-12T05:53:28.272763,3.13,24.2,2814,16.5,26.1,55.0,80.9,94.5,68.8,80.1,0.076,OFF,OFF,OFF,False
2025-08-12T05:58:28.272763,3.39,24.6,2762,19.6,20.1,31.1,79.7,89.2,86.8,83.0,0.084,OFF,OFF,OFF,False
2025-08-12T06:03:28.272763,3.01,23.3,2680,17.6,22.2,69.4,82.7,91.4,76.6,89.2,0.07,OFF,OFF,OFF,False
2025-08-12T06:08:28.272763,4.22,24.9,2839,23.3,27.2,68.8,90.4,82.4,81.0,75.9,0.105,ON,OFF,OFF,False
2025-08-12T06:13:28.272763,2.86,23.9,2817,26.2,28.3,56.9,93.6,94.3,65.6,85.8,0.068,OFF,OFF,OFF,False
2025-08-12T06:18:28.272763,3.58,24.5,2836,22.5,26.9,63.3,82.4,91.8,76.2,86.4,0.088,OFF,OFF,OFF,False
2025-08-12T06:23:28.272763,2.0,24.7,2733,12.6,21.5,39.1,85.0,80.6,89.0,85.9,0.049,OFF,OFF,OFF,False
2025-08-12T06:28:28.272763,11.65,21.7,2056,72.7,21.3,50.5,47.6,80.1,89.5,93.3,0.253,ON,ON,ON,True
2025-08-12T06:33:28.272763,2.64,24.1,2739,17.0,29.6,57.4,76.9,72.5,86.1,78.7,0.064,OFF,OFF,OFF,False
2025-08-12T06:38:28.272763,4.61,24.4,2811,27.4,28.1,54.2,82.9,94.1,90.0,93.7,0.112,ON,OFF,OFF,False
2025-08-12T06:43:28.272763,3.42,24.2,2652,24.0,20.8,63.9,75.8,75.8,79.7,85.8,0.083,OFF,OFF,OFF,False
2025-08-12T06:48:28.272763,4.29,24.7,2721,32.6,23.1,62.4,85.5,72.0,73.2,89.8,0.106,ON,OFF,OFF,False
2025-08-12T06:53:28.272763,2.19,23.0,2847,18.2,28.7,69.4,93.0,76.6,84.1,84.8,0.05,OFF,OFF,OFF,False
2025-08-12T06:58:28.272763,1.95,24.6,2650,11.6,27.9,62.7,75.5,80.5,87.2,78.4,0.048,OFF,OFF,OFF,False
2025-08-12T07:03:28.272763,4.35,24.6,2760,27.4,27.6,32.8,93.1,74.3,84.5,77.9,0.107,ON,OFF,OFF,False
2025-08-12T07:08:28.272763,2.31,23.3,2820,17.6,25.1,69.5,91.8,92.2,86.5,93.5,0.054,OFF,OFF,OFF,False
2025-08-12T07:13:28.272763,1.75,23.1,2794,11.6,21.2,30.7,78.2,70.2,88.7,83.2,0.04,OFF,OFF,OFF,False
2025-08-12T07:18:28.272763,3.86,24.3,2725,25.8,27.6,58.7,75.7,87.2,80.1,92.0,0.094,OFF,OFF,OFF,False
2025-08-12T07:23:28.272763,3.04,23.5,2723,19.1,28.4,66.9,82.5,89.0,89.0,87.2,0.071,OFF,OFF,OFF,False
2025-08-12T07:28:28.272763,8.51,20.5,2420,68.2,27.2,44.9,29.7,81.1,81.9,76.4,0.175,ON,ON,ON,True
2025-08-12T07:33:28.272763,3.51,24.2,2847,26.4,28.0,62.1,81.7,83.7,66.9,85.7,0.085,OFF,OFF,OFF,False
2025-08-12T07:38:28.272763,4.33,23.4,2779,29.0,23.3,38.5,93.4,82.4,82.1,84.2,0.101,ON,OFF,OFF,False
2025-08-12T07:43:28.272763,2.32,23.9,2850,14.3,22.2,40.2,79.0,87.5,84.2,90.5,0.055,OFF,OFF,OFF,False
2025-08-12T07:48:28.272763,3.56,24.1,2838,29.0,27.9,57.9,84.7,87.0,87.9,93.0,0.086,OFF,OFF,OFF,False
2025-08-12T07:53:28.272763,3.98,25.0,2772,22.5,25.0,69.4,82.0,91.4,88.7,76.1,0.099,OFF,OFF,OFF,False
2025-08-12T07:58:28.272763,3.8,23.7,2663,31.2,22.9,33.3,90.0,77.0,89.9,87.8,0.09,OFF,OFF,OFF,False
2025-08-12T08:03:28.272763,6.27,24.9,2679,34.1,20.3,48.7,88.7,82.5,67.1,80.4,0.156,ON,OFF,OFF,False
2025-08-12T08:08:28.272763,8.45,19.0,2105,73.6,29.3,30.2,25.0,73.7,67.9,82.2,0.16,ON,ON,ON,True
2025-08-12T08:13:28.272763,7.7,23.6,2773,47.9,27.4,45.2,92.0,76.2,76.9,91.8,0.182,ON,ON,OFF,False
2025-08-12T08:18:28.272763,6.81,24.6,2654,54.2,23.3,34.8,86.9,92.4,71.8,79.4,0.167,ON,ON,OFF,False
2025-08-12T08:23:28.272763,5.9,24.0,2754,49.1,20.2,35.7,80.0,79.8,87.4,90.1,0.141,ON,ON,OFF,False
2025-08-12T08:28:28.272763,5.06,24.5,2842,43.4,27.3,37.4,78.6,80.5,86.7,84.7,0.124,ON,OFF,OFF,False
2025-08-12T08:33:28.272763,7.88,24.1,2808,49.3,26.9,39.7,76.8,73.2,77.0,78.9,0.189,ON,ON,OFF,False
2025-08-12T08:38:28.272763,6.94,24.5,2791,47.6,28.0,43.1,90.0,71.1,84.6,93.1,0.17,ON,ON,OFF,False
2025-08-12T08:43:28.272763,6.03,23.7,2811,40.9,22.1,35.7,84.4,80.9,86.8,77.7,0.143,ON,OFF,OFF,False
2025-08-12T08:48:28.272763,4.33,24.1,2697,39.6,27.8,53.5,94.4,71.9,67.6,84.4,0.105,ON,OFF,OFF,False
2025-08-12T08:53:28.272763,7.76,24.6,2737,40.3,22.0,42.0,83.3,81.5,84.6,85.2,0.191,ON,OFF,OFF,False
2025-08-12T08:58:28.272763,5.38,24.2,2730,45.9,23.8,33.6,77.1,83.6,85.4,82.8,0.13,ON,ON,OFF,False
2025-08-12T09:03:28.272763,6.39,24.3,2720,34.8,20.4,36.1,84.8,89.7,81.1,77.0,0.156,ON,OFF,OFF,False
2025-08-12T09:08:28.272763,10.69,19.6,2155,65.7,26.9,63.2,37.2,72.3,66.8,90.2,0.21,ON,ON,ON,True
2025-08-12T09:13:28.272763,4.68,23.1,2828,38.0,27.4,31.2,89.4,75.7,85.2,76.6,0.108,ON,OFF,OFF,False
2025-08-12T09:18:28.272763,6.82,24.3,2830,38.0,24.1,69.1,75.8,74.0,70.0,85.9,0.165,ON,OFF,OFF,False
2025-08-12T09:23:28.272763,5.46,23.2,2716,38.7,28.0,58.4,88.5,79.2,65.3,94.6,0.126,ON,OFF,OFF,False
2025-08-12T09:28:28.272763,5.55,23.9,2783,45.7,27.1,36.9,87.7,83.3,80.7,85.6,0.132,ON,ON,OFF,False
2025-08-12T09:33:28.272763,6.34,24.8,2720,40.6,23.2,62.7,89.9,93.9,67.7,93.3,0.157,ON,OFF,OFF,False
2025-08-12T09:38:28.272763,6.7,24.6,2794,45.6,27.0,31.3,89.2,74.2,66.8,78.9,0.165,ON,ON,OFF,False
2025-08-12T09:43:28.272763,11.79,19.4,2038,69.6,29.2,39.6,45.6,87.7,78.2,78.8,0.229,ON,ON,ON,True
2025-08-12T09:48:28.272763,5.58,23.8,2658,44.4,29.6,34.8,80.0,75.1,74.1,82.0,0.133,ON,OFF,OFF,False
2025-08-12T09:53:28.272763,5.4,24.2,2657,36.3,22.4,52.4,76.9,94.4,69.7,84.3,0.131,ON,OFF,OFF,False
2025-08-12T09:58:28.272763,5.31,23.7,2841,41.6,26.6,42.1,83.6,88.8,65.1,76.7,0.126,ON,OFF,OFF,False
2025-08-12T10:03:28.272763,4.39,24.6,2679,40.2,28.6,56.7,76.5,82.3,75.3,80.1,0.108,ON,OFF,OFF,False
2025-08-12T10:08:28.272763,6.17,24.4,2699,44.1,28.9,30.9,81.6,94.5,87.4,82.8,0.151,ON,OFF,OFF,False
2025-08-12T10:13:28.272763,7.04,24.0,2722,44.8,21.2,48.8,90.2,93.6,86.0,89.8,0.169,ON,OFF,OFF,False
2025-08-12T10:18:28.272763,5.43,24.4,2773,43.6,22.3,30.9,80.7,72.9,66.0,92.8,0.133,ON,OFF,OFF,False
2025-08-12T10:23:28.272763,6.44,24.4,2759,41.8,25.5,39.1,78.0,71.7,65.1,80.1,0.157,ON,OFF,OFF,False
2025-08-12T10:28:28.272763,5.53,24.6,2696,32.1,29.2,42.6,94.4,71.4,70.8,80.5,0.136,ON,OFF,OFF,False
2025-08-12T10:33:28.272763,4.66,23.8,2661,35.0,29.6,60.8,89.7,76.1,86.2,88.1,0.111,ON,OFF,OFF,False
2025-08-12T10:38:28.272763,4.23,23.5,2810,31.1,20.0,57.2,77.0,87.0,86.0,81.5,0.099,ON,OFF,OFF,False
2025-08-12T10:43:28.272763,5.63,23.4,2668,31.4,21.6,50.2,77.0,71.4,77.7,87.0,0.132,ON,OFF,OFF,False
2025-08-12T10:48:28.272763,6.99,24.5,2669,52.1,28.3,30.9,91.5,77.1,81.5,91.2,0.172,ON,ON,OFF,False
2025-08-12T10:53:28.272763,4.55,23.4,2840,40.4,23.2,37.3,93.7,93.3,88.0,76.7,0.107,ON,OFF,OFF,False
2025-08-12T10:58:28.272763,6.98,24.1,2773,44.3,22.9,48.2,75.2,76.8,83.9,75.2,0.168,ON,OFF,OFF,False
2025-08-12T11:03:28.272763,7.27,23.7,2804,36.4,23.4,42.1,81.5,73.5,74.4,86.7,0.172,ON,OFF,OFF,False
2025-08-12T11:08:28.272763,5.55,23.4,2735,45.5,24.1,40.6,87.1,70.1,82.5,82.8,0.13,ON,ON,OFF,False
2025-08-12T11:13:28.272763,6.08,24.5,2664,41.3,21.5,57.5,79.2,79.6,75.8,88.2,0.149,ON,OFF,OFF,False
2025-08-12T11:18:28.272763,6.48,24.4,2653,43.1,26.1,59.1,91.8,83.9,71.3,83.5,0.158,ON,OFF,OFF,False
2025-08-12T11:23:28.272763,5.27,23.5,2795,41.0,27.2,54.2,94.1,94.2,68.8,86.2,0.124,ON,OFF,OFF,False
2025-08-12T11:28:28.272763,9.14,18.6,2395,63.5,20.2,60.3,43.8,80.6,70.6,92.5,0.17,ON,ON,ON,True
2025-08-12T11:33:28.272763,6.48,24.1,2716,41.0,25.1,61.3,79.6,74.4,68.6,90.0,0.156,ON,OFF,OFF,False
2025-08-12T11:38:28.272763,4.84,23.7,2847,33.6,20.4,55.8,93.2,71.0,71.5,79.4,0.114,ON,OFF,OFF,False
2025-08-12T11:43:28.272763,4.92,24.2,2823,31.8,28.3,62.2,83.3,71.5,75.6,94.5,0.119,ON,OFF,OFF,False
2025-08-12T11:48:28.272763,8.43,23.3,2679,47.3,23.4,38.5,91.6,81.5,65.4,94.2,0.197,ON,ON,OFF,False
2025-08-12T11:53:28.272763,7.16,23.7,2680,52.3,27.1,49.6,81.2,79.0,87.4,81.9,0.17,ON,ON,OFF,False
2025-08-12T11:58:28.272763,7.54,24.1,2811,42.2,26.5,35.3,88.6,79.0,78.3,77.1,0.182,ON,OFF,OFF,False
2025-08-12T12:03:28.272763,6.48,24.0,2811,42.3,20.7,40.0,78.5,71.2,84.7,90.9,0.156,ON,OFF,OFF,False
2025-08-12T12:08:28.272763,6.05,24.3,2684,46.4,24.0,69.6,80.6,83.8,81.2,84.7,0.147,ON,ON,OFF,False
2025-08-12T12:13:28.272763,5.62,24.9,2687,40.9,24.5,66.5,76.8,85.3,89.2,85.2,0.14,ON,OFF,OFF,False
2025-08-12T12:18:28.272763,7.18,24.1,2769,39.1,28.6,48.1,89.5,92.5,82.9,89.0,0.173,ON,OFF,OFF,False
2025-08-12T12:23:28.272763,8.05,18.5,2167,67.2,29.9,61.8,30.3,83.5,85.6,83.9,0.149,ON,ON,ON,True
2025-08-12T12:28:28.272763,7.76,23.6,2847,45.7,27.6,53.8,92.2,91.1,80.3,91.8,0.183,ON,ON,OFF,False
2025-08-12T12:33:28.272763,7.38,24.2,2838,54.4,23.1,63.4,84.7,74.4,65.9,93.1,0.178,ON,ON,OFF,False
2025-08-12T12:38:28.272763,5.97,24.5,2836,40.4,22.9,61.0,81.1,88.6,83.2,81.2,0.146,ON,OFF,OFF,False
2025-08-12T12:43:28.272763,5.57,24.3,2738,32.5,21.4,66.1,79.7,87.2,83.9,87.4,0.135,ON,OFF,OFF,False
2025-08-12T12:48:28.272763,6.18,23.5,2824,37.9,28.1,30.6,79.7,77.3,82.1,78.4,0.145,ON,OFF,OFF,False
2025-08-12T12:53:28.272763,6.15,23.8,2840,42.6,26.2,58.1,82.9,74.3,76.7,94.9,0.146,ON,OFF,OFF,False
2025-08-12T12:58:28.272763,5.86,24.3,2844,34.8,24.7,63.5,82.1,70.5,82.3,89.4,0.143,ON,OFF,OFF,False
2025-08-12T13:03:28.272763,5.17,23.1,2776,38.2,24.4,46.1,79.1,73.8,85.4,91.1,0.12,ON,OFF,OFF,False
2025-08-12T13:08:28.272763,5.38,23.7,2683,36.4,27.3,44.6,91.9,84.6,77.5,83.0,0.127,ON,OFF,OFF,False
2025-08-12T13:13:28.272763,6.0,23.1,2837,41.3,23.2,31.9,94.7,78.4,84.6,79.5,0.139,ON,OFF,OFF,False
2025-08-12T13:18:28.272763,5.68,24.4,2832,34.8,21.1,41.9,80.5,83.5,88.1,80.2,0.139,ON,OFF,OFF,False
2025-08-12T13:23:28.272763,5.65,24.5,2768,34.1,25.8,61.7,82.4,91.7,72.3,76.8,0.139,ON,OFF,OFF,False
2025-08-12T13:28:28.272763,7.68,24.2,2817,39.7,26.9,61.4,92.5,89.8,67.0,80.4,0.186,ON,OFF,OFF,False
2025-08-12T13:33:28.272763,5.32,24.9,2723,36.6,22.0,42.1,90.6,84.1,81.7,85.6,0.132,ON,OFF,OFF,False
2025-08-12T13:38:28.272763,7.06,23.7,2670,44.1,26.1,39.7,90.9,84.8,66.3,82.6,0.167,ON,OFF,OFF,False
2025-08-12T13:43:28.272763,6.52,23.8,2793,48.0,21.8,58.9,76.5,91.3,66.2,78.2,0.155,ON,ON,OFF,False
2025-08-12T13:48:28.272763,4.73,23.7,2694,29.7,28.5,52.1,75.9,75.0,67.6,86.9,0.112,ON,OFF,OFF,False
2025-08-12T13:53:28.272763,6.49,23.1,2694,58.5,25.9,33.5,86.4,92.7,72.2,79.8,0.15,ON,ON,OFF,False
2025-08-12T13:58:28.272763,6.58,23.0,2754,32.4,20.8,61.8,77.5,91.0,82.7,87.7,0.151,ON,OFF,OFF,False
2025-08-12T14:03:28.272763,6.04,23.4,2818,35.5,25.3,61.6,94.0,74.9,79.6,86.6,0.141,ON,OFF,OFF,False
2025-08-12T14:08:28.272763,9.66,18.3,2006,60.6,26.9,67.6,26.2,87.3,86.9,77.3,0.176,ON,ON,ON,True
2025-08-12T14:13:28.272763,4.86,24.5,2702,38.9,26.4,58.0,79.6,85.3,80.4,81.6,0.119,ON,OFF,OFF,False
2025-08-12T14:18:28.272763,4.8,24.0,2737,45.0,22.7,64.9,80.7,78.2,89.1,78.3,0.115,ON,ON,OFF,False
2025-08-12T14:23:28.272763,6.81,24.1,2697,52.6,22.1,51.0,93.8,86.4,85.8,79.7,0.164,ON,ON,OFF,False
2025-08-12T14:28:28.272763,5.44,24.2,2682,45.8,24.9,30.1,83.6,76.4,70.0,85.6,0.132,ON,ON,OFF,False
2025-08-12T14:33:28.272763,6.69,23.1,2817,34.3,29.3,68.0,80.0,75.4,86.7,84.7,0.155,ON,OFF,OFF,False
2025-08-12T14:38:28.272763,5.82,23.4,2711,42.3,24.2,47.4,92.2,74.6,70.7,81.8,0.136,ON,OFF,OFF,False
2025-08-12T14:43:28.272763,4.33,24.4,2720,38.8,25.0,66.7,91.1,85.6,65.7,80.4,0.106,ON,OFF,OFF,False
2025-08-12T14:48:28.272763,7.01,24.4,2670,58.2,23.7,68.6,88.2,92.6,67.1,78.7,0.171,ON,ON,OFF,False
2025-08-12T14:53:28.272763,6.3,24.2,2807,32.0,23.4,67.9,80.6,89.2,79.2,86.4,0.153,ON,OFF,OFF,False
2025-08-12T14:58:28.272763,11.41,19.9,2212,77.7,29.9,34.8,38.8,83.2,75.3,79.8,0.227,ON,ON,ON,True
2025-08-12T15:03:28.272763,5.78,23.2,2698,35.5,29.6,60.3,92.1,88.2,69.5,93.5,0.134,ON,OFF,OFF,False
2025-08-12T15:08:28.272763,6.56,23.4,2667,32.8,28.9,49.6,80.7,77.3,71.9,92.7,0.154,ON,OFF,OFF,False
2025-08-12T15:13:28.272763,5.69,23.1,2773,45.6,28.3,33.7,78.7,86.3,78.7,78.9,0.131,ON,ON,OFF,False
2025-08-12T15:18:28.272763,8.31,24.7,2821,53.3,28.4,36.1,86.8,81.1,89.7,79.2,0.205,ON,ON,OFF,False
2025-08-12T15:23:28.272763,8.15,23.7,2794,57.3,27.1,54.8,78.5,73.3,87.0,75.5,0.193,ON,ON,OFF,False
2025-08-12T15:28:28.272763,7.79,23.4,2756,41.3,23.0,61.7,86.3,85.7,66.8,92.6,0.183,ON,OFF,OFF,False
2025-08-12T15:33:28.272763,6.4,23.2,2725,40.2,25.3,59.2,80.6,76.0,75.6,90.7,0.148,ON,OFF,OFF,False
2025-08-12T15:38:28.272763,5.3,23.9,2771,36.7,29.2,43.6,88.7,84.6,83.5,78.9,0.127,ON,OFF,OFF,False
2025-08-12T15:43:28.272763,5.62,23.0,2708,40.9,25.8,40.7,76.6,80.9,66.2,85.5,0.129,ON,OFF,OFF,False
2025-08-12T15:48:28.272763,6.32,24.8,2681,38.5,29.6,70.0,86.2,72.4,84.9,93.4,0.156,ON,OFF,OFF,False
2025-08-12T15:53:28.272763,6.02,23.0,2772,43.9,20.1,56.4,78.8,88.8,78.7,92.6,0.139,ON,OFF,OFF,False
2025-08-12T15:58:28.272763,6.22,24.9,2777,39.3,28.4,59.4,91.3,73.5,76.5,86.0,0.155,ON,OFF,OFF,False
2025-08-12T16:03:28.272763,8.46,23.7,2749,50.0,22.9,30.3,91.8,86.2,89.9,75.3,0.201,ON,ON,OFF,False
2025-08-12T16:08:28.272763,6.73,23.6,2739,41.8,22.2,67.6,75.2,77.7,80.5,83.3,0.159,ON,OFF,OFF,False
2025-08-12T16:13:28.272763,6.24,24.4,2808,44.8,28.2,39.2,76.7,87.2,84.6,78.2,0.152,ON,OFF,OFF,False
